customer_id,customer_age,customer_gender,product_id,product_item ,product_category,purchase_id,purchase_amount,customer_location,product_size,product_colour,product_season,product_rating,customer_subscription,purchase_shipping type,purchase_discount,purchase_promocode,customer_purchase count,purchase_payment type,customer_purchase frequency,purchase_date
164,54,Male,164,Skirt,Clothing,395,$67.00,Virginia,M,Purple,Summer,3.4,Yes,Standard,Yes,Yes,8,Debit Card,Weekly,2025-06-20
165,59,Male,165,Handbag,Accessories,397,$65.00,Delaware,S,Purple,Spring,2.6,Yes,Free Shipping,Yes,Yes,5,Credit Card,Fortnightly,2025-03-09
166,42,Male,166,Handbag,Accessories,398,$60.00,Kentucky,S,Yellow,Winter,2.8,Yes,Store Pickup,Yes,Yes,7,Cash,Monthly,2025-02-02
167,46,Male,167,Sneakers,Footwear,399,$31.00,Delaware,XL,Indigo,Fall,4,Yes,Store Pickup,Yes,Yes,30,Cash,Monthly,2025-09-01
168,33,Male,168,Gloves,Accessories,400,$27.00,Arkansas,M,Green,Fall,4,Yes,Express,Yes,Yes,14,Credit Card,Every 3 Months,2025-11-09
169,34,Male,169,Shoes,Footwear,401,$80.00,Louisiana,M,Magenta,Summer,3,Yes,Express,Yes,Yes,5,Cash,Fortnightly,2025-06-22
170,27,Male,170,Jacket,Outerwear,403,$30.00,Nevada,S,Gold,Summer,3.3,Yes,Standard,Yes,Yes,3,PayPal,Every 3 Months,2025-07-17
171,52,Male,171,Shirt,Clothing,404,$25.00,Wyoming,M,Maroon,Fall,2.6,Yes,Store Pickup,Yes,Yes,46,Venmo,Bi-Weekly,2025-10-21
172,29,Male,172,Shorts,Clothing,405,$35.00,Virginia,M,Blue,Summer,3.6,Yes,Store Pickup,Yes,Yes,4,Credit Card,Weekly,2025-07-09
173,54,Male,173,Jewelry,Accessories,406,$67.00,Nebraska,M,Violet,Summer,3.9,Yes,Next Day Air,Yes,Yes,42,Credit Card,Bi-Weekly,2025-08-02
174,25,Male,174,Hat,Accessories,407,$46.00,Hawaii,M,Turquoise,Fall,3.4,Yes,Standard,Yes,Yes,30,Cash,Annually,2025-09-27
175,41,Male,175,Shoes,Footwear,409,$35.00,Vermont,L,Brown,Winter,3.5,Yes,Express,Yes,Yes,37,Venmo,Annually,2025-12-09
176,53,Male,176,Coat,Outerwear,410,$86.00,Oklahoma,L,Violet,Fall,2.8,Yes,Next Day Air,Yes,Yes,2,Bank Transfer,Annually,2025-10-18
177,53,Male,177,Backpack,Accessories,411,$81.00,New Hampshire,L,Black,Spring,2.7,Yes,Next Day Air,Yes,Yes,30,Credit Card,Quarterly,2025-05-27
178,21,Male,178,Hoodie,Clothing,412,$42.00,Kansas,L,Magenta,Fall,3.7,Yes,Next Day Air,Yes,Yes,47,Bank Transfer,Monthly,2025-10-09
179,61,Male,179,Skirt,Clothing,413,$43.00,Idaho,L,Lavender,Fall,4.3,Yes,2-Day Shipping,Yes,Yes,21,PayPal,Quarterly,2025-10-10
180,64,Male,180,Boots,Footwear,415,$31.00,Illinois,M,Violet,Fall,4.9,Yes,Store Pickup,Yes,Yes,9,Bank Transfer,Fortnightly,2025-11-11
181,51,Male,181,Sandals,Footwear,416,$81.00,South Dakota,L,Green,Fall,3.3,Yes,Store Pickup,Yes,Yes,12,Debit Card,Fortnightly,2025-10-01
182,32,Male,182,Pants,Clothing,417,$61.00,Massachusetts,M,Beige,Summer,4.7,Yes,Next Day Air,Yes,Yes,4,Bank Transfer,Weekly,2025-07-01
183,38,Male,183,Gloves,Accessories,418,$96.00,Alabama,XL,Purple,Summer,2.8,Yes,Store Pickup,Yes,Yes,10,Debit Card,Annually,2025-07-09
184,58,Male,184,Skirt,Clothing,419,$29.00,Ohio,XL,Beige,Spring,3.6,Yes,2-Day Shipping,Yes,Yes,26,Credit Card,Weekly,2025-03-07
185,32,Male,185,Sneakers,Footwear,421,$33.00,Hawaii,L,Cyan,Spring,3,Yes,Express,Yes,Yes,40,Cash,Fortnightly,2025-03-21
186,46,Male,186,T-shirt,Clothing,422,$32.00,Wisconsin,XL,Silver,Summer,4.5,Yes,Store Pickup,Yes,Yes,34,Bank Transfer,Fortnightly,2025-08-25
187,39,Male,187,Backpack,Accessories,423,$56.00,Minnesota,S,Lavender,Summer,2.9,Yes,Standard,Yes,Yes,31,Debit Card,Annually,2025-06-02
188,19,Male,188,Shoes,Footwear,424,$94.00,Georgia,S,Purple,Spring,3.3,Yes,Store Pickup,Yes,Yes,1,Bank Transfer,Bi-Weekly,2025-04-15
189,50,Male,189,Hoodie,Clothing,425,$53.00,Arkansas,M,Pink,Spring,3.1,Yes,Express,Yes,Yes,5,Bank Transfer,Bi-Weekly,2025-04-25
190,36,Male,190,Blouse,Clothing,427,$82.00,West Virginia,M,Maroon,Fall,4.4,Yes,Next Day Air,Yes,Yes,4,Credit Card,Weekly,2025-10-19
191,65,Male,191,Coat,Outerwear,428,$70.00,Indiana,XL,Beige,Fall,3,Yes,Free Shipping,Yes,Yes,48,Venmo,Quarterly,2025-10-07
192,64,Male,192,Hat,Accessories,429,$76.00,Utah,M,Gray,Fall,3.9,Yes,Free Shipping,Yes,Yes,29,Cash,Every 3 Months,2025-11-28
193,46,Male,193,Shoes,Footwear,430,$29.00,Nebraska,L,Turquoise,Summer,2.9,Yes,Express,Yes,Yes,12,PayPal,Bi-Weekly,2025-08-28
194,36,Male,194,Belt,Accessories,431,$100.00,North Dakota,S,Silver,Fall,3,Yes,Standard,Yes,Yes,29,Venmo,Annually,2025-09-23
195,51,Male,195,Backpack,Accessories,433,$94.00,Missouri,M,Olive,Spring,3.1,Yes,Express,Yes,Yes,15,Debit Card,Quarterly,2025-04-10
196,51,Male,196,Jacket,Outerwear,434,$25.00,New York,M,Magenta,Fall,4.3,Yes,Free Shipping,Yes,Yes,34,Credit Card,Monthly,2025-09-18
197,38,Male,197,Boots,Footwear,435,$88.00,Washington,M,Lavender,Summer,3.9,Yes,Next Day Air,Yes,Yes,41,Credit Card,Fortnightly,2025-07-05
198,59,Male,198,Scarf,Accessories,436,$78.00,South Carolina,M,Black,Fall,3.2,Yes,2-Day Shipping,Yes,Yes,41,Credit Card,Monthly,2025-09-18
199,57,Male,199,Jewelry,Accessories,437,$45.00,Utah,M,Turquoise,Winter,4.8,Yes,Standard,Yes,Yes,39,Credit Card,Fortnightly,2025-12-24
200,54,Male,200,Hat,Accessories,439,$73.00,Idaho,XL,Green,Summer,3.8,Yes,Express,Yes,Yes,32,Cash,Weekly,2025-06-27
201,25,Male,201,Dress,Clothing,440,$61.00,Pennsylvania,S,Teal,Summer,3.3,Yes,Next Day Air,Yes,Yes,29,Venmo,Monthly,2025-07-02
202,69,Male,202,Blouse,Clothing,441,$22.00,Missouri,S,Beige,Fall,4.3,Yes,Free Shipping,Yes,Yes,15,Bank Transfer,Annually,2025-11-21
203,57,Male,203,Hat,Accessories,442,$38.00,Nebraska,L,Magenta,Spring,2.7,Yes,Express,Yes,Yes,33,Venmo,Annually,2025-04-20
204,70,Male,204,Scarf,Accessories,443,$38.00,Indiana,S,Yellow,Fall,3.2,Yes,Next Day Air,Yes,Yes,18,Bank Transfer,Weekly,2025-11-08
205,24,Male,205,Sneakers,Footwear,445,$100.00,Arizona,M,Yellow,Fall,4,Yes,Store Pickup,Yes,Yes,35,Cash,Bi-Weekly,2025-11-20
206,67,Male,206,Shirt,Clothing,446,$64.00,Hawaii,M,Silver,Winter,3,Yes,Standard,Yes,Yes,25,PayPal,Weekly,2025-02-16
207,24,Male,207,T-shirt,Clothing,447,$55.00,Wisconsin,L,Silver,Summer,4.2,Yes,Free Shipping,Yes,Yes,6,Venmo,Fortnightly,2025-08-21
208,62,Male,208,Gloves,Accessories,448,$91.00,Rhode Island,M,Silver,Summer,2.9,Yes,Express,Yes,Yes,17,Bank Transfer,Bi-Weekly,2025-08-16
209,57,Male,209,Skirt,Clothing,449,$38.00,Wisconsin,M,Gold,Spring,4.1,Yes,Store Pickup,Yes,Yes,17,Credit Card,Monthly,2025-05-23
210,55,Male,210,Sandals,Footwear,451,$97.00,Minnesota,S,Olive,Winter,3.2,Yes,Store Pickup,Yes,Yes,44,Cash,Every 3 Months,2025-12-09
211,45,Male,211,Jacket,Outerwear,452,$22.00,Vermont,L,Teal,Fall,3,Yes,2-Day Shipping,Yes,Yes,6,PayPal,Fortnightly,2025-11-24
212,69,Male,212,Skirt,Clothing,453,$92.00,South Dakota,L,Maroon,Fall,4.2,Yes,2-Day Shipping,Yes,Yes,45,Debit Card,Fortnightly,2025-10-24
213,67,Male,213,Handbag,Accessories,454,$84.00,Virginia,L,Blue,Fall,4.2,Yes,Express,Yes,Yes,7,Debit Card,Annually,2025-09-23
214,30,Male,214,Handbag,Accessories,455,$93.00,Nevada,L,Peach,Fall,4.4,Yes,Store Pickup,Yes,Yes,11,Debit Card,Every 3 Months,2025-11-26
215,24,Male,215,Jacket,Outerwear,457,$50.00,Hawaii,L,Blue,Summer,4.2,Yes,Next Day Air,Yes,Yes,41,Cash,Every 3 Months,2025-08-03
216,62,Male,216,Scarf,Accessories,458,$64.00,New Jersey,S,Orange,Spring,2.8,Yes,2-Day Shipping,Yes,Yes,24,PayPal,Bi-Weekly,2025-04-03
217,43,Male,217,Shorts,Clothing,459,$61.00,Massachusetts,L,Yellow,Spring,3.7,Yes,Free Shipping,Yes,Yes,21,Venmo,Weekly,2025-05-26
218,35,Male,218,Sunglasses,Accessories,460,$48.00,Oklahoma,M,Purple,Winter,3.5,Yes,Next Day Air,Yes,Yes,24,Bank Transfer,Annually,2025-01-27
219,28,Male,219,T-shirt,Clothing,461,$45.00,California,S,Magenta,Spring,2.9,Yes,Store Pickup,Yes,Yes,8,Credit Card,Quarterly,2025-04-06
220,32,Male,220,Belt,Accessories,463,$88.00,Nevada,M,Cyan,Spring,3,Yes,Free Shipping,Yes,Yes,12,Cash,Fortnightly,2025-03-27
221,39,Male,221,Sneakers,Footwear,464,$57.00,Arizona,S,Indigo,Spring,3.7,Yes,Express,Yes,Yes,48,Debit Card,Fortnightly,2025-05-07
222,28,Male,222,Hat,Accessories,465,$68.00,North Carolina,XL,Magenta,Summer,4.4,Yes,Store Pickup,Yes,Yes,6,Bank Transfer,Quarterly,2025-07-18
223,47,Male,223,Gloves,Accessories,466,$94.00,New York,XL,Gray,Spring,4.5,Yes,2-Day Shipping,Yes,Yes,14,PayPal,Fortnightly,2025-03-04
224,20,Male,224,Pants,Clothing,467,$41.00,Wyoming,M,Turquoise,Spring,4.8,Yes,Free Shipping,Yes,Yes,34,PayPal,Annually,2025-05-16
225,63,Male,225,Socks,Clothing,469,$83.00,South Dakota,S,Beige,Summer,2.9,Yes,Free Shipping,Yes,Yes,12,Cash,Every 3 Months,2025-08-18
226,25,Male,226,Jacket,Outerwear,470,$22.00,Arkansas,M,Olive,Spring,3.2,Yes,Next Day Air,Yes,Yes,11,Bank Transfer,Annually,2025-04-08
227,29,Male,227,Shoes,Footwear,471,$74.00,Texas,L,Violet,Spring,3.3,Yes,Free Shipping,Yes,Yes,5,PayPal,Monthly,2025-03-07
228,50,Male,228,Jeans,Clothing,472,$90.00,Rhode Island,M,Turquoise,Winter,4.2,Yes,Standard,Yes,Yes,25,Venmo,Fortnightly,2025-01-26
229,18,Male,229,Socks,Clothing,473,$79.00,New Hampshire,M,White,Spring,2.9,Yes,Store Pickup,Yes,Yes,11,Credit Card,Annually,2025-03-02
230,70,Male,230,Sandals,Footwear,475,$28.00,Ohio,S,Silver,Spring,4.6,Yes,Next Day Air,Yes,Yes,27,PayPal,Every 3 Months,2025-03-01
231,66,Male,231,Scarf,Accessories,476,$88.00,Utah,L,Olive,Fall,4.1,Yes,Standard,Yes,Yes,43,Credit Card,Annually,2025-10-13
232,28,Male,232,Blouse,Clothing,477,$26.00,Tennessee,M,Blue,Spring,3.1,Yes,2-Day Shipping,Yes,Yes,18,Debit Card,Every 3 Months,2025-04-17
233,54,Male,233,Jewelry,Accessories,478,$27.00,Hawaii,L,Purple,Winter,4.2,Yes,Express,Yes,Yes,32,Bank Transfer,Bi-Weekly,2025-01-13
234,19,Male,234,Sweater,Clothing,479,$83.00,Arizona,XL,Yellow,Fall,4.5,Yes,Next Day Air,Yes,Yes,27,Bank Transfer,Every 3 Months,2025-09-10
235,20,Male,235,Gloves,Accessories,481,$39.00,South Dakota,S,Silver,Summer,3.7,Yes,Next Day Air,Yes,Yes,24,Credit Card,Weekly,2025-08-09
236,43,Male,236,Sunglasses,Accessories,482,$89.00,New Jersey,M,Cyan,Winter,3.7,Yes,Free Shipping,Yes,Yes,31,Debit Card,Quarterly,2025-01-01
237,38,Male,237,Coat,Outerwear,483,$68.00,North Dakota,L,Green,Winter,3.4,Yes,Next Day Air,Yes,Yes,39,PayPal,Fortnightly,2025-01-27
238,50,Male,238,Dress,Clothing,484,$90.00,Iowa,M,Beige,Summer,3,Yes,Store Pickup,Yes,Yes,36,Debit Card,Fortnightly,2025-07-14
239,64,Male,239,Skirt,Clothing,485,$34.00,Ohio,M,Peach,Fall,4.2,Yes,Free Shipping,Yes,Yes,5,Cash,Annually,2025-11-06
240,49,Male,240,Pants,Clothing,487,$51.00,Vermont,L,Yellow,Summer,2.9,Yes,Express,Yes,Yes,47,Credit Card,Bi-Weekly,2025-08-19
241,47,Male,241,Sweater,Clothing,488,$45.00,Montana,XL,Turquoise,Winter,3.5,Yes,Free Shipping,Yes,Yes,29,Bank Transfer,Fortnightly,2025-01-22
242,36,Male,242,Hoodie,Clothing,489,$88.00,Delaware,M,Peach,Winter,4.1,Yes,Free Shipping,Yes,Yes,43,Venmo,Bi-Weekly,2025-01-17
243,55,Male,243,Coat,Outerwear,490,$85.00,New York,L,Gray,Summer,4.3,Yes,Store Pickup,Yes,Yes,40,Debit Card,Every 3 Months,2025-06-27
244,25,Male,244,Jewelry,Accessories,491,$100.00,Kentucky,M,Olive,Winter,2.8,Yes,2-Day Shipping,Yes,Yes,4,Debit Card,Monthly,2025-01-05
245,53,Male,245,Belt,Accessories,493,$42.00,Oregon,S,Indigo,Spring,4.9,Yes,2-Day Shipping,Yes,Yes,39,PayPal,Weekly,2025-05-27
246,49,Male,246,Sandals,Footwear,494,$53.00,Rhode Island,L,Charcoal,Summer,3.3,Yes,Next Day Air,Yes,Yes,45,Venmo,Fortnightly,2025-07-12
247,35,Male,247,Sunglasses,Accessories,495,$86.00,Nevada,XL,Beige,Spring,3.2,Yes,Express,Yes,Yes,20,Venmo,Bi-Weekly,2025-03-27
248,29,Male,248,Sweater,Clothing,496,$66.00,Montana,XL,Brown,Spring,4.4,Yes,Standard,Yes,Yes,14,Debit Card,Weekly,2025-04-18
249,47,Male,249,Belt,Accessories,497,$100.00,Pennsylvania,M,Blue,Winter,4.8,Yes,Express,Yes,Yes,33,PayPal,Weekly,2025-02-11
250,53,Male,250,Handbag,Accessories,499,$47.00,Alaska,S,Teal,Fall,4.2,Yes,Standard,Yes,Yes,18,Credit Card,Annually,2025-09-04
251,33,Male,251,Skirt,Clothing,500,$25.00,Mississippi,L,Black,Fall,4,Yes,Express,Yes,Yes,9,Bank Transfer,Weekly,2025-11-10
252,21,Male,252,Handbag,Accessories,501,$51.00,Wyoming,XL,Gold,Winter,2.5,Yes,Standard,Yes,Yes,34,PayPal,Annually,2025-02-22
253,32,Male,253,Shorts,Clothing,502,$41.00,Delaware,M,Violet,Summer,3.9,Yes,Free Shipping,Yes,Yes,33,Venmo,Fortnightly,2025-06-14
254,52,Male,254,Boots,Footwear,503,$73.00,Oklahoma,L,Cyan,Winter,4.9,Yes,2-Day Shipping,Yes,Yes,15,Bank Transfer,Bi-Weekly,2025-01-25
255,67,Male,255,Sunglasses,Accessories,505,$42.00,Indiana,M,White,Winter,3.5,Yes,Store Pickup,Yes,Yes,4,PayPal,Bi-Weekly,2025-12-06
256,43,Male,256,Scarf,Accessories,506,$20.00,Maryland,M,Charcoal,Spring,4.2,Yes,Free Shipping,Yes,Yes,25,Debit Card,Annually,2025-03-11
257,58,Male,257,Jewelry,Accessories,507,$30.00,South Dakota,XL,Violet,Spring,4.7,Yes,Express,Yes,Yes,20,Credit Card,Every 3 Months,2025-03-04
258,20,Male,258,Handbag,Accessories,508,$53.00,West Virginia,M,Red,Summer,4.5,Yes,Express,Yes,Yes,5,Credit Card,Quarterly,2025-06-16
259,61,Male,259,Gloves,Accessories,509,$74.00,Alabama,S,Lavender,Spring,2.8,Yes,Express,Yes,Yes,16,Cash,Quarterly,2025-05-01
260,32,Male,260,Jeans,Clothing,511,$57.00,Louisiana,M,Gold,Fall,2.9,Yes,Standard,Yes,Yes,13,Debit Card,Annually,2025-10-23
261,38,Male,261,Hat,Accessories,512,$57.00,Montana,S,Red,Winter,3.2,Yes,2-Day Shipping,Yes,Yes,11,Credit Card,Every 3 Months,2025-02-25
262,21,Male,262,Jeans,Clothing,513,$77.00,California,L,Magenta,Winter,4.9,Yes,Standard,Yes,Yes,21,Credit Card,Annually,2025-02-22
263,37,Male,263,Pants,Clothing,514,$40.00,Hawaii,M,Teal,Summer,3.7,Yes,Next Day Air,Yes,Yes,6,Debit Card,Annually,2025-07-22
264,27,Male,264,Shorts,Clothing,515,$46.00,Iowa,M,Purple,Summer,4.3,Yes,Store Pickup,Yes,Yes,29,Venmo,Monthly,2025-08-04
265,36,Male,265,Pants,Clothing,517,$78.00,Colorado,S,Charcoal,Fall,3.9,Yes,Store Pickup,Yes,Yes,15,Cash,Annually,2025-09-26
266,32,Male,266,Backpack,Accessories,518,$59.00,Michigan,M,Gray,Spring,3.2,Yes,2-Day Shipping,Yes,Yes,17,Bank Transfer,Bi-Weekly,2025-05-02
267,51,Male,267,Jewelry,Accessories,519,$75.00,Louisiana,L,White,Summer,3.1,Yes,Express,Yes,Yes,32,Credit Card,Weekly,2025-07-06
268,64,Male,268,Sweater,Clothing,520,$54.00,Maryland,M,Olive,Spring,3.9,Yes,2-Day Shipping,Yes,Yes,42,Venmo,Annually,2025-04-14
269,68,Male,269,Shoes,Footwear,521,$42.00,Georgia,M,Charcoal,Spring,2.6,Yes,Store Pickup,Yes,Yes,21,Cash,Monthly,2025-05-22
270,68,Male,270,Blouse,Clothing,523,$44.00,Georgia,M,Charcoal,Winter,3.3,Yes,Next Day Air,Yes,Yes,9,Cash,Bi-Weekly,2025-02-11
271,33,Male,271,Jeans,Clothing,524,$52.00,North Dakota,XL,Orange,Fall,4.6,Yes,Free Shipping,Yes,Yes,16,Bank Transfer,Annually,2025-09-19
272,65,Male,272,Sunglasses,Accessories,525,$69.00,Maryland,XL,Yellow,Summer,4.6,Yes,Express,Yes,Yes,42,Credit Card,Fortnightly,2025-06-12
273,48,Male,273,Jewelry,Accessories,526,$26.00,Oregon,M,Beige,Summer,4.4,Yes,2-Day Shipping,Yes,Yes,37,Debit Card,Bi-Weekly,2025-08-17
274,69,Male,274,Coat,Outerwear,527,$33.00,North Dakota,S,Silver,Spring,4.2,Yes,Express,Yes,Yes,32,Debit Card,Quarterly,2025-04-01
275,59,Male,275,Jewelry,Accessories,529,$32.00,Maryland,M,Indigo,Spring,3,Yes,Express,Yes,Yes,28,Cash,Bi-Weekly,2025-05-16
276,48,Male,276,Backpack,Accessories,530,$85.00,Virginia,XL,Lavender,Winter,4,Yes,Express,Yes,Yes,13,Credit Card,Weekly,2025-12-11
277,25,Male,277,Skirt,Clothing,531,$30.00,South Dakota,XL,Turquoise,Fall,3.5,Yes,Express,Yes,Yes,11,Bank Transfer,Fortnightly,2025-09-15
278,29,Male,278,Shirt,Clothing,532,$29.00,Georgia,M,Green,Winter,3,Yes,Store Pickup,Yes,Yes,36,Bank Transfer,Bi-Weekly,2025-02-14
279,57,Male,279,Sweater,Clothing,533,$95.00,Hawaii,M,Orange,Spring,3.7,Yes,Express,Yes,Yes,23,Debit Card,Annually,2025-05-28
280,23,Male,280,Sneakers,Footwear,535,$69.00,Arkansas,L,Turquoise,Summer,4,Yes,Standard,Yes,Yes,37,Bank Transfer,Monthly,2025-07-03
281,45,Male,281,Sandals,Footwear,536,$69.00,Montana,S,Cyan,Fall,4.2,Yes,2-Day Shipping,Yes,Yes,21,Cash,Bi-Weekly,2025-10-01
282,38,Male,282,Belt,Accessories,537,$61.00,Oklahoma,XL,Charcoal,Spring,2.5,Yes,Standard,Yes,Yes,22,Debit Card,Bi-Weekly,2025-04-03
283,21,Male,283,Skirt,Clothing,538,$94.00,Minnesota,M,Teal,Summer,3,Yes,2-Day Shipping,Yes,Yes,9,Cash,Monthly,2025-06-03
284,32,Male,284,Sweater,Clothing,539,$30.00,Montana,S,Maroon,Fall,3.2,Yes,Next Day Air,Yes,Yes,16,Venmo,Annually,2025-09-07
285,63,Male,285,Skirt,Clothing,541,$45.00,Ohio,M,Red,Summer,3.5,Yes,Standard,Yes,Yes,4,PayPal,Quarterly,2025-08-14
286,29,Male,286,Handbag,Accessories,542,$39.00,Kentucky,XL,Yellow,Summer,4.8,Yes,Express,Yes,Yes,3,Debit Card,Bi-Weekly,2025-06-18
287,27,Male,287,Jewelry,Accessories,543,$51.00,Nebraska,L,Gray,Summer,2.6,Yes,Store Pickup,Yes,Yes,6,Debit Card,Annually,2025-06-04
288,56,Male,288,Scarf,Accessories,544,$37.00,Delaware,L,Blue,Spring,3.4,Yes,2-Day Shipping,Yes,Yes,18,Venmo,Fortnightly,2025-03-19
289,30,Male,289,T-shirt,Clothing,545,$62.00,North Carolina,M,Lavender,Winter,3.7,Yes,2-Day Shipping,Yes,Yes,34,Venmo,Bi-Weekly,2025-02-10
290,49,Male,290,Coat,Outerwear,547,$85.00,New York,M,Yellow,Fall,4.5,Yes,2-Day Shipping,Yes,Yes,26,Credit Card,Monthly,2025-09-07
291,58,Male,291,T-shirt,Clothing,548,$33.00,Colorado,M,Indigo,Winter,3.7,Yes,Standard,Yes,Yes,50,PayPal,Weekly,2025-01-11
292,57,Male,292,Dress,Clothing,549,$26.00,Delaware,XL,Violet,Fall,3.3,Yes,Next Day Air,Yes,Yes,40,Bank Transfer,Monthly,2025-10-14
293,60,Male,293,Shoes,Footwear,550,$99.00,Utah,M,Green,Spring,4.7,Yes,Free Shipping,Yes,Yes,24,Cash,Quarterly,2025-05-19
294,69,Male,294,Handbag,Accessories,551,$39.00,Connecticut,M,White,Spring,2.7,Yes,Express,Yes,Yes,33,PayPal,Annually,2025-04-01
295,70,Male,295,Skirt,Clothing,553,$20.00,New Jersey,M,Gold,Spring,4.6,Yes,Store Pickup,Yes,Yes,19,Credit Card,Every 3 Months,2025-05-23
296,53,Male,296,Sunglasses,Accessories,554,$42.00,West Virginia,M,Indigo,Winter,2.7,Yes,Store Pickup,Yes,Yes,24,Credit Card,Quarterly,2025-12-17
297,25,Male,297,Sandals,Footwear,555,$74.00,Indiana,S,Lavender,Spring,4.8,Yes,2-Day Shipping,Yes,Yes,19,Credit Card,Weekly,2025-04-12
298,48,Male,298,Shoes,Footwear,556,$26.00,Delaware,XL,Purple,Summer,4.4,Yes,Standard,Yes,Yes,4,Credit Card,Bi-Weekly,2025-07-14
299,69,Male,299,T-shirt,Clothing,557,$53.00,Maryland,M,Lavender,Winter,4,Yes,Standard,Yes,Yes,11,Venmo,Every 3 Months,2025-02-14
300,25,Male,300,Sneakers,Footwear,559,$80.00,Pennsylvania,M,Maroon,Summer,3.2,Yes,Next Day Air,Yes,Yes,28,PayPal,Fortnightly,2025-08-15
301,29,Male,301,Hat,Accessories,560,$98.00,Iowa,M,Teal,Spring,4.4,Yes,Store Pickup,Yes,Yes,24,PayPal,Weekly,2025-04-07
302,46,Male,302,Skirt,Clothing,561,$95.00,Pennsylvania,M,Green,Spring,3.8,Yes,Standard,Yes,Yes,25,Credit Card,Every 3 Months,2025-04-07
303,37,Male,303,Sweater,Clothing,562,$44.00,Delaware,L,Olive,Summer,3.6,Yes,Express,Yes,Yes,27,Bank Transfer,Every 3 Months,2025-08-02
304,20,Male,304,Sandals,Footwear,563,$60.00,Oregon,M,Turquoise,Summer,3.3,Yes,Next Day Air,Yes,Yes,49,Venmo,Weekly,2025-06-17
305,40,Male,305,Dress,Clothing,565,$84.00,Oregon,M,Green,Winter,3.4,Yes,Next Day Air,Yes,Yes,45,Credit Card,Bi-Weekly,2025-12-21
306,60,Male,306,Sweater,Clothing,566,$59.00,Utah,M,Teal,Fall,3.5,Yes,2-Day Shipping,Yes,Yes,26,PayPal,Annually,2025-11-26
307,26,Male,307,Jacket,Outerwear,567,$49.00,North Dakota,S,White,Summer,3.6,Yes,Express,Yes,Yes,4,Cash,Annually,2025-08-07
308,29,Male,308,Gloves,Accessories,568,$32.00,Florida,M,Orange,Winter,3.2,Yes,Free Shipping,Yes,Yes,3,Credit Card,Every 3 Months,2025-12-23
309,66,Male,309,Handbag,Accessories,569,$29.00,Maryland,M,Beige,Fall,3.7,Yes,Standard,Yes,Yes,45,Venmo,Bi-Weekly,2025-09-09
310,66,Male,310,Dress,Clothing,571,$22.00,Minnesota,M,Yellow,Spring,4.5,Yes,Standard,Yes,Yes,21,Cash,Fortnightly,2025-04-13
311,56,Male,311,Pants,Clothing,572,$85.00,Montana,M,Charcoal,Winter,4.6,Yes,Standard,Yes,Yes,50,Cash,Fortnightly,2025-01-28
312,69,Male,312,Jeans,Clothing,573,$52.00,Rhode Island,L,Silver,Winter,4.1,Yes,Store Pickup,Yes,Yes,19,Bank Transfer,Monthly,2025-02-08
313,38,Male,313,Pants,Clothing,574,$89.00,Massachusetts,L,Green,Spring,3.4,Yes,Next Day Air,Yes,Yes,6,PayPal,Annually,2025-04-07
314,42,Male,314,Dress,Clothing,575,$77.00,Vermont,M,Pink,Spring,3.7,Yes,Express,Yes,Yes,50,Credit Card,Every 3 Months,2025-04-27
315,30,Male,315,Pants,Clothing,577,$24.00,New Jersey,M,Purple,Summer,3.3,Yes,Store Pickup,Yes,Yes,17,Debit Card,Every 3 Months,2025-07-19
316,66,Male,316,Jewelry,Accessories,578,$24.00,Wisconsin,XL,Orange,Spring,4.5,Yes,Express,Yes,Yes,24,Debit Card,Annually,2025-04-12
317,36,Male,317,Handbag,Accessories,579,$22.00,California,M,Charcoal,Fall,3.3,Yes,Free Shipping,Yes,Yes,46,Venmo,Monthly,2025-09-08
318,58,Male,318,Sweater,Clothing,580,$82.00,West Virginia,L,Teal,Fall,4.3,Yes,Standard,Yes,Yes,42,Cash,Every 3 Months,2025-11-09
319,45,Male,319,Backpack,Accessories,581,$67.00,South Dakota,M,Beige,Winter,2.5,Yes,Standard,Yes,Yes,10,Cash,Annually,2025-01-20
320,47,Male,320,Shorts,Clothing,583,$74.00,Maine,XL,White,Spring,2.6,Yes,Standard,Yes,Yes,1,Cash,Every 3 Months,2025-03-03
321,66,Male,321,Jewelry,Accessories,584,$72.00,Kansas,L,White,Summer,4.9,Yes,Standard,Yes,Yes,28,Debit Card,Quarterly,2025-06-04
322,41,Male,322,Sneakers,Footwear,585,$36.00,Vermont,L,Orange,Summer,4.7,Yes,Free Shipping,Yes,Yes,48,Debit Card,Quarterly,2025-07-17
323,41,Male,323,Belt,Accessories,586,$95.00,Tennessee,S,Cyan,Winter,3,Yes,Standard,Yes,Yes,47,Credit Card,Monthly,2025-02-05
324,66,Male,324,Hoodie,Clothing,587,$78.00,Tennessee,M,Orange,Winter,3.5,Yes,Next Day Air,Yes,Yes,29,PayPal,Bi-Weekly,2025-02-22
325,37,Male,325,Shirt,Clothing,589,$82.00,Wyoming,M,Olive,Summer,4.8,Yes,Standard,Yes,Yes,37,Venmo,Quarterly,2025-07-23
326,70,Male,326,Pants,Clothing,590,$70.00,Vermont,M,Charcoal,Winter,4.3,Yes,Free Shipping,Yes,Yes,38,Debit Card,Annually,2025-12-06
